Line Segment Data	2569 items	kilometer
M1026656	L2729428	0.18657858	1PH-4_ACSRXX4_ACSR-A
M1047486	P827502	0.010216035	1PH-4_ACSRXX4_ACSR-A
M1047713	N1137003	0.009616012	1PH-4_ACSRXX4_ACSR-A
M1047521	L2954353	0.011879078	1PH-4_ACSRXX4_ACSR-A
P827534	M1069130	0.004954135	1PH-4_ACSRXX4_ACSR-A
M1026679	P827537	0.008889353	1PH-4_ACSRXX4_ACSR-A
P827506	M1069469	0.007050168	1PH-4_ACSRXX4_ACSR-A
M1026859	N1138593	0.017060998	1PH-4_ACSRXX4_ACSR-A
M1069420	P827499	0.007683964	1PH-4_ACSRXX4_ACSR-A
M1069131	P827534	0.008756821	1PH-4_ACSRXX4_ACSR-A
N1141477	L2879794	0.028325755	1PH-4_ACSRXX4_ACSR-A
N1137985	L3176656	0.2474771	1PH-4_ACSRXX4_ACSR-A
N1138000	L2766720	0.049989108	1PH-4_ACSRXX4_ACSR-A
M1009770	N1147857	0.008044195	1PH-4_ACSRXX4_ACSR-A
M1027087	M1027091	0.023169073	1PH-4_ACSRXX4_ACSR-A
L3085396	L3122813	0.2334192	1PH-4_ACSRXX4_ACSR-A
N1144667	L3083019	0.094041184	1PH-4_ACSRXX4_ACSR-A
M1026695	N1138594	0.018926079	1PH-4_ACSRXX4_ACSR-A
N1140830	L3216351	0.00873965	1PH-4_ACSRXX4_ACSR-A
M1047750	L2708293	0.18933472	1PH-4_ACSRXX4_ACSR-A
L2767342	L2748780	0.048888714	1PH-4_ACSRXX4_ACSR-A
M1069398	L3160101	0.092562083	1PH-4_ACSRXX4_ACSR-A
M1047755	L3066812	0.015828455	1PH-4_ACSRXX4_ACSR-A
N1136659	L3104129	0.092884754	1PH-4_ACSRXX4_ACSR-A
M3037452	L2973164	0.071451786	1PH-4_ACSRXX4_ACSR-A
M1026905	P827515	0.005519746	1PH-4_ACSRXX4_ACSR-A
P827508	N1139540	0.00902904	1PH-4_ACSRXX4_ACSR-A
M1047558	N1136659	0.016278994	1PH-4_ACSRXX4_ACSR-A
M1026805	L3120502	0.090522024	1PH-4_ACSRXX4_ACSR-A
L3066812	L2841622	0.069241673	1PH-4_ACSRXX4_ACSR-A
M1026877	M1026906	0.22821774	1PH-4_ACSRXX4_ACSR-A
P827549	N1140518	0.022065499	1PH-4_ACSRXX4_ACSR-A
M1047340	L2991923	0.064796467	1PH-4_ACSRXX4_ACSR-A
P827499	N1139254	0.006376053	1PH-4_ACSRXX4_ACSR-A
N1137993	L2860482	0.064324784	1PH-4_ACSRXX4_ACSR-A
M1108501	M1108499	0.057368322	1PH-4_ACSRXX4_ACSR-A
M1026857	L2973165	0.083436787	1PH-4_ACSRXX4_ACSR-A
M1069169	L2879064	0.083904001	1PH-4_ACSRXX4_ACSR-A
L2897773	L3197631	0.12138716	1PH-4_ACSRXX4_ACSR-A
M1069191	L3195315	0.04738004	1PH-4_ACSRXX4_ACSR-A
L2748140	L3141412	0.078263521	1PH-4_ACSRXX4_ACSR-A
L2841622	L2804254	0.26870688	1PH-4_ACSRXX4_ACSR-A
N1139254	L3122811	0.027610038	1PH-4_ACSRXX4_ACSR-A
L2897801	M1069384	0.054603712	1PH-4_ACSRXX4_ACSR-A
M1209782	L3217057	0.038752379	1PH-4_ACSRXX4_ACSR-A
P901894	M1026857	0.00749118	1PH-4_ACSRXX4_ACSR-A
M1026690	N1140830	0.011761074	1PH-4_ACSRXX4_ACSR-A
L2841639	M1026877	0.044327562	1PH-4_ACSRXX4_ACSR-A
M1126020	M1126025	0.126702	1PH-4_ACSRXX4_ACSR-A
N1139263	L3048227	0.025986896	1PH-4_ACSRXX4_ACSR-A
M1027055	M1027056	0.006711971	1PH-4_ACSRXX4_ACSR-A
M1047566	N1137995	0.006095161	1PH-4_ACSRXX4_ACSR-A
M1047623	L3008279	0.059179711	1PH-4_ACSRXX4_ACSR-A
M1026657	M1026656	0.006010467	1PH-4_ACSRXX4_ACSR-A
M1166356	L2727019	0.061322849	1PH-4_ACSRXX4_ACSR-A
M1069521	L3254231	0.049905756	1PH-4_ACSRXX4_ACSR-A
L3104128	L2673315	0.11646684	1PH-4_ACSRXX4_WPAL-A
N1139539	L2710520	0.11800841	1PH-4_ACSRXX4_WPAL-A
M1047406	L2691947	0.065610008	1PH-4_ACSRXX4_WPAL-A
M1089118	L3048208	0.045297024	1PH-4_ACSRXX4_WPAL-A
L3120376	M1026925	0.089332548	1PH-4_ACSRXX4_WPAL-A
M1026393	L2804252	0.026660881	1PH-4_ACSRXX4_WPAL-A
L2897793	M1069521	0.025586266	1PH-4_ACSRXX4_WPAL-A
M1026925	L3235249	0.11031413	1PH-4_ACSRXX4_WPAL-A
L2673317	L2710517	0.099696487	1PH-4_ACSRXX4_WPAL-A
M1069521	M1069524	0.098153028	1PH-4_ACSRXX4_WPAL-A
M1026665	L3232933	0.14553764	1PH-4_ACSRXX4_WPAL-A
M1069524	L3254230	0.001181638	1PH-4_ACSRXX4_WPAL-A
L2804252	L3195310	0.062602865	1PH-4_ACSRXX4_WPAL-A
M1089200	L2916602	0.026850458	1PH-4_ACSRXX4_WPAL-A
M1069133	L2710521	0.018179595	1PH-4_ACSRXX4_WPAL-A
M3036169	L2673317	0.002598078	1PH-4_ACSRXX4_WPAL-A
M1026394	M1026393	0.043275407	1PH-4_ACSRXX4_WPAL-A
M1047335	L2954354	0.059394696	1PH-4_ACSRXX4_WPAL-A
M1069135	N1139539	0.028892002	1PH-4_ACSRXX4_WPAL-A
M1026906	L3120376	0.10683177	1PH-4_ACSRXX4_WPAL-A
L2710520	M1069131	0.042786809	1PH-4_ACSRXX6_WPAL-A
L3010569	M1047335	0.052752414	1PH-4_WPALXX1/0_TPX-A
M1026767	L3216346	0.044100816	1PH-4_WPALXX1/0_TPX-A
P895104	N1139537	0.01423113	1PH-4_WPALXX2_WPAL-A
M1047339	P895104	0.007739728	1PH-4_WPALXX2_WPAL-A
M1125988	L2898457	0.047166826	1PH-4_WPALXX2_WPAL-A
N1139537	L3122826	0.10468511	1PH-4_WPALXX2_WPAL-A
M1026378	L2897778	0.089714651	1PH-4_WPALXX4_ACSR-A
M1047314	N1137961	0.019319939	1PH-4_WPALXX4_ACSR-A
L3104133	M1047323	0.12762474	1PH-4_WPALXX4_ACSR-A
L2897778	M3037452	0.001984866	1PH-4_WPALXX4_ACSR-A
P827531	M1026343	0.006206339	1PH-4_WPALXX4_ACSR-A
P893163	M1047314	0.003926085	1PH-4_WPALXX4_ACSR-A
M1026343	M1026344	0.009411782	1PH-4_WPALXX4_ACSR-A
M1047312	P893163	0.004144648	1PH-4_WPALXX4_ACSR-A
M1026344	L2991919	0.12915597	1PH-4_WPALXX4_ACSR-A
M1026361	M1026366	0.069964337	1PH-4_WPALXX4_ACSR-A
M1047323	L3010569	0.040115276	1PH-4_WPALXX4_ACSR-A
L3104131	M1026377	0.061118497	1PH-4_WPALXX4_ACSR-A
L2954354	L2673321	0.057734628	1PH-4_WPALXX4_ACSR-A
M1026341	P827531	0.009336879	1PH-4_WPALXX4_ACSR-A
M1026377	L3048210	0.12725195	1PH-4_WPALXX4_ACSR-A
M1026366	L3104131	0.093656801	1PH-4_WPALXX4_ACSR-A
M1026377	M1026378	0.058065781	1PH-4_WPALXX4_ACSR-A
N1137961	L3104133	0.123164	1PH-4_WPALXX4_ACSR-A
L2991919	M1026361	0.085291161	1PH-4_WPALXX4_ACSR-A
M1009742	P901972	0.011964648	1PH-4_WPALXX4_WPAL-A
M1026387	L3085402	0.094484146	1PH-4_WPALXX4_WPAL-A
M1069514	P827548	0.007246943	1PH-4_WPALXX4_WPAL-A
P901972	M1009726	0.090083252	1PH-4_WPALXX4_WPAL-A
M1009724	M1009720	0.045538056	1PH-4_WPALXX4_WPAL-A
L2841627	L3254216	0.10690433	1PH-4_WPALXX4_WPAL-A
M1166373	M1166369	0.010262399	1PH-4_WPALXX4_WPAL-A
M1026960	M1026961	0.010933434	1PH-4_WPALXX4_WPAL-A
P827504	N1137957	0.009220193	1PH-4_WPALXX4_WPAL-A
M1009720	M1009715	0.028563507	1PH-4_WPALXX4_WPAL-A
N1137988	L2991908	0.040901181	1PH-4_WPALXX4_WPAL-A
L3122826	M1047358	0.1036739	1PH-4_WPALXX4_WPAL-A
M1009726	M1009724	0.072739184	1PH-4_WPALXX4_WPAL-A
L3085402	M1026394	0.01467491	1PH-4_WPALXX4_WPAL-A
M1047480	P827504	0.012589326	1PH-4_WPALXX4_WPAL-A
M1047432	L2879075	0.048365479	1PH-4_WPALXX4_WPAL-A
N1137957	L3104119	0.044033875	1PH-4_WPALXX4_WPAL-A
N1136368	L2897792	0.007062513	1PH-4_WPALXX4_WPAL-A
M1009705	M1009698	0.04727154	1PH-4_WPALXX4_WPAL-A
M1026961	L2710516	0.085765659	1PH-4_WPALXX4_WPAL-A
L2839305	M1166361	0.10091087	1PH-4_WPALXX4_WPAL-A
M3037452	M1026387	0.11890115	1PH-4_WPALXX4_WPAL-A
M1026906	L3048212	0.097829025	1PH-4_WPALXX4_WPAL-A
L2785538	L2897793	0.065434629	1PH-4_WPALXX4_WPAL-A
L2897792	L2785538	0.094311614	1PH-4_WPALXX4_WPAL-A
M1166361	L2989600	0.016819469	1PH-4_WPALXX4_WPAL-A
M1009715	M1009705	0.080367352	1PH-4_WPALXX4_WPAL-A
M1047737	N1137988	0.01970161	1PH-4_WPALXX4_WPAL-A
M1026773	L3195751	0.11787265	1PH-4_WPALXX4_WPAL-A
L2766747	M1026732	0.035496468	1PH-4_WPALXX4_WPAL-A
M1026732	L3047058	0.081188544	1PH-4_WPALXX4_WPAL-A
L2879075	L3251830	0.059455633	1PH-4_WPALXX4_WPAL-A
L3120502	M1026792	0.12639188	1PH-4_WPALXX4_WPAL-A
M1166369	L2839305	0.059581348	1PH-4_WPALXX4_WPAL-A
M1026906	L2916598	0.12405979	1PH-4_WPALXX4_WPAL-A
L2710516	L2691944	0.085522182	1PH-4_WPALXX4_WPAL-A
P829978	L2992656	0.055447271	1PH-4_WPALXX4_WPAL-A
M1069384	L3066805	0.04013771	1PH-4_WPALXX4_WPAL-A
L2858163	L2766747	0.16134385	1PH-4_WPALXX4_WPAL-A
M1047358	L2897781	0.090951975	1PH-4_WPALXX4_WPAL-A
M1166369	P829978	0.004170601	1PH-4_WPALXX4_WPAL-A
P827548	N1136368	0.007678207	1PH-4_WPALXX4_WPAL-A
M1009698	M1026767	0.080746087	1PH-4_WPALXX4_WPAL-A
M1047406	L3216348	0.029235554	1PH-4_WPALXX4_WPAL-A
L3216346	L2858163	0.13136078	1PH-4_WPALXX4_WPAL-A
M1166361	L2692661	0.069077186	1PH-4_WPALXX4_WPAL-A
L2992656	M1166356	0.059482933	1PH-4_WPALXX4_WPAL-A
L3216348	L2841627	0.18831853	1PH-4_WPALXX4_WPAL-A
N1136993	L2972930	0.021517913	1PH-4_WPALXX4_WPAL-A
M1047593	N1136993	0.009816906	1PH-4_WPALXX4_WPAL-A
M1026906	L2691973	0.18404514	1PH-4_WPALXX4_WPAL-A
M1089205	M1089200	0.061331211	1PH-4_WPALXX4_WPAL-A
M1069154	L2804251	0.039259698	1PH-4_WPALXX4_WPAL-A
Q16642	Q16642--Q16642_CAP	0.01	3PH-CONNECTOR-ABC
Q16642--Q16642_CAP	Q16642_CAP	0	Switch
L2823592	L2823592--L2823592_CAP	0.01	3PH-CONNECTOR-ABC
L2823592--L2823592_CAP	L2823592_CAP	0	Switch
P895082	N1142106	0.016748099	1PH-X2_ACSRX1/0_3W_CS-B
M1108532	P895082	0.010911417	1PH-X2_ACSRX1/0_3W_CS-B
N1142106	L2936213	0.026190339	1PH-X2_ACSRX1/0_3W_CS-B
N1139252	L3122812	0.006240546	1PH-X2_ACSRX1/0_TPX-B
M1069607	L2916617	0.038381882	1PH-X2_ACSRX1/0_TPX-B
M1069544	L2804272	0.015769316	1PH-X2_ACSRX1/0_TPX-B
N1139257	L3029518	0.027258449	1PH-X2_ACSRX1/0_TPX-B
P901910	N1139252	0.006769205	1PH-X2_ACSRX1/0_TPX-B
M1069428	N1139257	0.016476581	1PH-X2_ACSRX1/0_TPX-B
M1069417	P901910	0.004314915	1PH-X2_ACSRX1/0_TPX-B
M1026485	M1026492	0.065907247	1PH-X2_ACSRX2_ACSR-B
L3139086	L3029520	0.067250621	1PH-X2_ACSRX2_ACSR-B
M1047374	L3197629	0.22047322	1PH-X2_ACSRX2_ACSR-B
L2689678	M1026463	0.39687219	1PH-X2_ACSRX2_ACSR-B
M1026953	L3008232	0.030479469	1PH-X2_ACSRX2_ACSR-B
M1069428	P827576	0.009510015	1PH-X2_ACSRX2_ACSR-B
M1026693	M1026699	0.085243838	1PH-X2_ACSRX2_ACSR-B
M1026699	M1026722	0.092686266	1PH-X2_ACSRX2_ACSR-B
L2991915	L2673320	0.059616084	1PH-X2_ACSRX2_ACSR-B
M1209751	M1209750	0.003850069	1PH-X2_ACSRX2_ACSR-B
M1069600	L3102793	0.057912138	1PH-X2_ACSRX2_ACSR-B
F739842	L0247162	0.03048	1PH-X2_ACSRX2_ACSR-B
M1108278	L3179699	0.11513919	1PH-X2_ACSRX2_ACSR-B
M1026488	D6047588-1_INT	0.005462719	1PH-X2_ACSRX2_ACSR-B
M1027004	L2804248	0.038103377	1PH-X2_ACSRX2_ACSR-B
M1149225	L2767409	0.068060035	1PH-X2_ACSRX2_ACSR-B
M1047497	P901912	0.007964691	1PH-X2_ACSRX2_ACSR-B
M1142808	L3160868	0.091809842	1PH-X2_ACSRX2_ACSR-B
L3254214	L3214112	0.083487143	1PH-X2_ACSRX2_ACSR-B
L2804257	L2860485	0.05942455	1PH-X2_ACSRX2_ACSR-B
L3029518	L2897807	0.09232586	1PH-X2_ACSRX2_ACSR-B
M3036167	L3085391	0.073335022	1PH-X2_ACSRX2_ACSR-B
M1026972	L2860483	0.060677138	1PH-X2_ACSRX2_ACSR-B
M1027036	L3010580	0.021452463	1PH-X2_ACSRX2_ACSR-B
L3254869	L2798067	0.071911356	1PH-X2_ACSRX2_ACSR-B
M1026486	M1026488	0.010803168	1PH-X2_ACSRX2_ACSR-B
M1069462	L3216342	0.03003113	1PH-X2_ACSRX2_ACSR-B
L3029504	L3046854	0.059026298	1PH-X2_ACSRX2_ACSR-B
M3036162	L2879753	0.057784918	1PH-X2_ACSRX2_ACSR-B
M1089113	L2691946	0.076013507	1PH-X2_ACSRX2_ACSR-B
M1026487	L2897784	0.009553684	1PH-X2_ACSRX2_ACSR-B
L2970845	L2897771	0.087836189	1PH-X2_ACSRX2_ACSR-B
M1069640	L3160113	0.094142779	1PH-X2_ACSRX2_ACSR-B
L2911069	L2948732	0.22112721	1PH-X2_ACSRX2_ACSR-B
M1209750	M1209749	0.008525901	1PH-X2_ACSRX2_ACSR-B
M1209753	M1209748	0.20600806	1PH-X2_ACSRX2_ACSR-B
M1047796	L3010562	0.12220625	1PH-X2_ACSRX2_ACSR-B
M1142819	L2861219	0.060797535	1PH-X2_ACSRX2_ACSR-B
M1047471	L2879077	0.095479672	1PH-X2_ACSRX2_ACSR-B
L3216338	L2973146	0.058581136	1PH-X2_ACSRX2_ACSR-B
M1108258	L3195318	0.045719431	1PH-X2_ACSRX2_ACSR-B
M1069590	L2801902	0.009759994	1PH-X2_ACSRX2_ACSR-B
M1069574	L2710530	0.050243999	1PH-X2_ACSRX2_ACSR-B
M3327098	M3327097	0.079552412	1PH-X2_ACSRX2_ACSR-B
M1069620	M1069610	0.019908246	1PH-X2_ACSRX2_ACSR-B
M1069535	M1069530	0.088102215	1PH-X2_ACSRX2_ACSR-B
M1069532	L2785534	0.058579077	1PH-X2_ACSRX2_ACSR-B
L3216342	L2879063	0.061881139	1PH-X2_ACSRX2_ACSR-B
L2785547	M1047457	0.039348653	1PH-X2_ACSRX2_ACSR-B
M1026468	P901909	0.009637238	1PH-X2_ACSRX2_ACSR-B
M1027038	M1027036	0.10386451	1PH-X2_ACSRX2_ACSR-B
L3119793	M1047371	0.043078634	1PH-X2_ACSRX2_ACSR-B
M1009855	L2748139	0.065522575	1PH-X2_ACSRX2_ACSR-B
M1026339	L3029507	0.088318979	1PH-X2_ACSRX2_ACSR-B
M1047777	L3178975	0.54792948	1PH-X2_ACSRX2_ACSR-B
M1047453	L2691948	0.069602732	1PH-X2_ACSRX2_ACSR-B
M1026969	M1026972	0.038455221	1PH-X2_ACSRX2_ACSR-B
M1026466	D5865224-1_INT	0.006231251	1PH-X2_ACSRX2_ACSR-B
M1026907	P875742	0.082379198	1PH-X2_ACSRX2_ACSR-B
M1026951	L2954347	0.066580846	1PH-X2_ACSRX2_ACSR-B
M1009827	M3019248	0.15239961	1PH-X2_ACSRX2_ACSR-B
M4362181	L3254214	0.065451485	1PH-X2_ACSRX2_ACSR-B
L3160100	L3085390	0.066869648	1PH-X2_ACSRX2_ACSR-B
M1209753	M1209752	0.15473544	1PH-X2_ACSRX2_ACSR-B
M1069582	L2973171	0.026225465	1PH-X2_ACSRX2_ACSR-B
M1069610	M1069600	0.060959705	1PH-X2_ACSRX2_ACSR-B
L3046854	M1047453	0.052525213	1PH-X2_ACSRX2_ACSR-B
M3036165	L3235252	0.065312226	1PH-X2_ACSRX2_ACSR-B
M1047374	L2689678	0.089023412	1PH-X2_ACSRX2_ACSR-B
L2710546	M4362181	0.025897479	1PH-X2_ACSRX2_ACSR-B
M1186063	P829979	0.003916089	1PH-X2_ACSRX2_ACSR-B
M1142801	L3217064	0.10048186	1PH-X2_ACSRX2_ACSR-B
L2766722	L2879071	0.052646267	1PH-X2_ACSRX2_ACSR-B
M3037537	L3231269	0.17068799	1PH-X2_ACSRX2_ACSR-B
N1136353	L2820535	0.010605545	1PH-X2_ACSRX2_ACSR-B
P827576	N1139256	0.009617215	1PH-X2_ACSRX2_ACSR-B
N1139256	L2973178	0.063648486	1PH-X2_ACSRX2_ACSR-B
M1047471	L3216349	0.0183997	1PH-X2_ACSRX2_ACSR-B
L2673322	L2859391	0.04937834	1PH-X2_ACSRX2_ACSR-B
M3019248	M3021569	0.091439767	1PH-X2_ACSRX2_ACSR-B
E182726	L2766744	0.074860758	1PH-X2_ACSRX2_ACSR-B
L3160104	M1047471	0.11157712	1PH-X2_ACSRX2_ACSR-B
M1009828	L3254206	0.04136788	1PH-X2_ACSRX2_ACSR-B
M1047836	L3254203	0.29448541	1PH-X2_ACSRX2_ACSR-B
M1108269	L2729405	0.072526889	1PH-X2_ACSRX2_ACSR-B
M1047824	L3122810	0.078101352	1PH-X2_ACSRX2_ACSR-B
L2804248	M1027005	0.059376141	1PH-X2_ACSRX2_ACSR-B
M1069572	M1069574	0.039612138	1PH-X2_ACSRX2_ACSR-B
M1047457	L2710546	0.040119548	1PH-X2_ACSRX2_ACSR-B
M1069463	M1069462	0.002332928	1PH-X2_ACSRX2_ACSR-B
L2710508	L2822860	0.13896083	1PH-X2_ACSRX2_ACSR-B
M1026486	M1026487	0.012905988	1PH-X2_ACSRX2_ACSR-B
M1026745	L3029183	0.091016527	1PH-X2_ACSRX2_ACSR-B
M1047457	L3139086	0.067038007	1PH-X2_ACSRX2_ACSR-B
L2860506	M1027019	0.25032548	1PH-X2_ACSRX2_ACSR-B
L3179674	M1209758	0.11990402	1PH-X2_ACSRX2_ACSR-B
M1209752	M1209751	0.1574574	1PH-X2_ACSRX2_ACSR-B
M3327097	L3448661	0.042976419	1PH-X2_ACSRX2_ACSR-B
M1026699	M1026704	0.052537973	1PH-X2_ACSRX2_ACSR-B
M3021569	L3315860	0.15849509	1PH-X2_ACSRX2_ACSR-B
M1026948	M1026949	0.009027042	1PH-X2_ACSRX2_ACSR-B
M1108527	L3141394	0.003863499	1PH-X2_ACSRX2_ACSR-B
F739844	L0247171	0.03048	1PH-X2_ACSRX2_ACSR-B
L2804272	L2841641	0.079462886	1PH-X2_ACSRX2_ACSR-B
M1209758	M1209753	0.12109104	1PH-X2_ACSRX2_ACSR-B
M1047793	P827555	0.006096664	1PH-X2_ACSRX2_ACSR-B
L3254206	M1009827	0.049512625	1PH-X2_ACSRX2_ACSR-B
L2766744	M1027038	0.053397955	1PH-X2_ACSRX2_ACSR-B
L3160868	L3082988	0.026688039	1PH-X2_ACSRX2_ACSR-B
L3082988	M1149225	0.069146324	1PH-X2_ACSRX2_ACSR-B
M1142810	M1142808	0.018660027	1PH-X2_ACSRX2_ACSR-B
M1108274	M1108269	0.061288054	1PH-X2_ACSRX2_ACSR-B
M1027036	L2785543	0.080294241	1PH-X2_ACSRX2_ACSR-B
F739841	L0247160	0.03048	1PH-X2_ACSRX2_ACSR-B
M1026704	L2841634	0.16394102	1PH-X2_ACSRX2_ACSR-B
M1026736	M1026745	0.10686246	1PH-X2_ACSRX2_ACSR-B
L3142079	M3036162	0.002510594	1PH-X2_ACSRX2_ACSR-B
M1047453	L2785547	0.077046753	1PH-X2_ACSRX2_ACSR-B
M1026472	D5472341-1_INT	0.006305415	1PH-X2_ACSRX2_ACSR-B
L2989564	L2897789	0.10636114	1PH-X2_ACSRX2_ACSR-B
L2860483	L3141397	0.076050673	1PH-X2_ACSRX2_ACSR-B
M1027101	L2860480	0.16390608	1PH-X2_ACSRX2_ACSR-B
L2897784	M1026496	0.045599897	1PH-X2_ACSRX2_ACSR-B
P829979	M3036172	0.032567448	1PH-X2_ACSRX2_ACSR-B
M1047777	M1047780	0.09153541	1PH-X2_ACSRX2_ACSR-B
M1047518	L2973160	0.086539921	1PH-X2_ACSRX2_ACSR-B
M1047780	L3066811	0.12287272	1PH-X2_ACSRX2_ACSR-B
P901905	L2804257	0.025800735	1PH-X2_ACSRX2_ACSR-B
M1069590	L3122835	0.10825924	1PH-X2_ACSRX2_ACSR-B
M1069662	L2935547	0.061176171	1PH-X2_ACSRX2_ACSR-B
M1047471	L2973180	0.07616084	1PH-X2_ACSRX2_ACSR-B
M1026916	L3197634	0.010802269	1PH-X2_ACSRX2_ACSR-B
M1027038	L2731712	0.059474466	1PH-X2_ACSRX2_ACSR-B
M1069519	P901927	0.008238711	1PH-X2_ACSRX2_ACSR-B
M1026915	M1026916	0.003048982	1PH-X2_ACSRX2_ACSR-B
L3085410	L2860499	0.07835107	1PH-X2_ACSRX2_ACSR-B
P901912	L3195365	0.037424079	1PH-X2_ACSRX2_ACSR-B
M1047794	M1047796	0.13265139	1PH-X2_ACSRX2_ACSR-B
L3104859	L2970845	0.11287452	1PH-X2_ACSRX2_ACSR-B
L2766732	M1026485	0.013733074	1PH-X2_ACSRX2_ACSR-B
L2991901	M3037537	0.46634392	1PH-X2_ACSRX2_ACSR-B
M1027019	L2785522	0.060390635	1PH-X2_ACSRX2_ACSR-B
M1026920	L2729408	0.024236541	1PH-X2_ACSRX2_ACSR-B
M3037537	L2911069	0.00290043	1PH-X2_ACSRX2_ACSR-B
M1142798	M1142801	0.079438123	1PH-X2_ACSRX2_ACSR-B
L2673320	L3048209	0.065666517	1PH-X2_ACSRX2_ACSR-B
M1069555	L3085410	0.048381956	1PH-X2_ACSRX2_ACSR-B
M1209749	L2748840	0.20318135	1PH-X2_ACSRX2_ACSR-B
M1142800	M1142799	0.093302869	1PH-X2_ACSRX2_ACSR-B
M1026949	M1026951	0.087172773	1PH-X2_ACSRX2_ACSR-B
M1027039	D5806920-1_INT	0.004572804	1PH-X2_ACSRX2_ACSR-B
L2767409	M1142800	0.0932584	1PH-X2_ACSRX2_ACSR-B
M1047552	P827529	0.008766999	1PH-X2_ACSRX2_ACSR-B
M1069560	L3176660	0.088112702	1PH-X2_ACSRX2_ACSR-B
M1026492	L3048231	0.053601875	1PH-X2_ACSRX2_ACSR-B
M1027005	L3160100	0.0388207	1PH-X2_ACSRX2_ACSR-B
L2879071	L3029504	0.079865899	1PH-X2_ACSRX2_ACSR-B
M1047453	L2913406	0.083210258	1PH-X2_ACSRX2_ACSR-B
M1026953	L2764399	0.030479969	1PH-X2_ACSRX2_ACSR-B
P895117	M1069532	0.005181141	1PH-X2_ACSRX2_ACSR-B
M1026704	L2991915	0.054956304	1PH-X2_ACSRX2_ACSR-B
M1027101	L2710508	0.003622345	1PH-X2_ACSRX2_ACSR-B
M1047379	L3119793	0.052019415	1PH-X2_ACSRX2_ACSR-B
L2879077	M1026693	0.11969229	1PH-X2_ACSRX2_ACSR-B
M3036162	L2955055	0.043061977	1PH-X2_ACSRX2_ACSR-B
M1026979	L2748152	0.077027398	1PH-X2_ACSRX2_ACSR-B
L3214112	L3160104	0.10344386	1PH-X2_ACSRX2_ACSR-B
M1047792	L2860500	0.095546593	1PH-X2_ACSRX2_ACSR-B
P827495	M1026466	0.016743499	1PH-X2_ACSRX2_ACSR-B
L2897789	M1069662	0.061182912	1PH-X2_ACSRX2_ACSR-B
P827555	M1047794	0.007946199	1PH-X2_ACSRX2_ACSR-B
M1026940	M1026935	0.11485633	1PH-X2_ACSRX2_ACSR-B
L2954347	M1026953	0.030479967	1PH-X2_ACSRX2_ACSR-B
M1125905	L3142079	0.24316767	1PH-X2_ACSRX2_ACSR-B
M1026722	M1026736	0.071188788	1PH-X2_ACSRX2_ACSR-B
M1009824	L2822857	0.053639767	1PH-X2_ACSRX2_ACSR-B
M1069464	P873787	0.006235546	1PH-X2_ACSRX2_ACSR-B
M1142799	M1142798	0.10077887	1PH-X2_ACSRX2_ACSR-B
M1026463	M1026468	0.04094586	1PH-X2_ACSRX2_ACSR-B
M1027019	L2801949	0.20531206	1PH-X2_ACSRX2_ACSR-B
M1026935	L2935556	0.091468329	1PH-X2_ACSRX2_ACSR-B
L2860485	L2860506	0.208371	1PH-X2_ACSRX2_ACSR-B
M1026496	L2691959	0.046038055	1PH-X2_ACSRX2_ACSR-B
P873787	M1069463	0.014773005	1PH-X2_ACSRX2_ACSR-B
M1069610	L2991929	0.045811507	1PH-X2_ACSRX2_ACSR-B
M1209750	L3086075	0.11534885	1PH-X2_ACSRX2_ACSR-B
L3216344	L2860501	0.031082657	1PH-X2_ACSRX2_ACSR-B
M1069597	L3197653	0.10167458	1PH-X2_ACSRX2_ACSR-B
M1008758	L2822859	0.04458962	1PH-X2_ACSRX2_ACSR-B
L3217064	L3200222	0.22967096	1PH-X2_ACSRX2_ACSR-B
L2936213	M1108527	0.086901435	1PH-X2_ACSRX2_ACSR-B
M1142826	L3160864	0.091386796	1PH-X2_ACSRX2_ACSR-B
M1069526	L2673331	0.038502533	1PH-X2_ACSRX2_ACSR-B
P901909	M1026472	0.020642497	1PH-X2_ACSRX2_ACSR-B
M1026485	P827542	0.007368314	1PH-X2_ACSRX2_ACSR-B
M1026693	L2991916	0.10177441	1PH-X2_ACSRX2_ACSR-B
M1027013	P901905	0.010083267	1PH-X2_ACSRX2_ACSR-B
M1069533	P895117	0.008572852	1PH-X2_ACSRX2_ACSR-B
M1026468	L2766732	0.093855873	1PH-X2_ACSRX2_ACSR-B
M1026463	P827495	0.020739992	1PH-X2_ACSRX2_ACSR-B
M1069530	M1069526	0.026753313	1PH-X2_ACSRX2_ACSR-B
P827542	M1026486	0.004660397	1PH-X2_ACSRX2_ACSR-B
M1209748	L3142099	0.08026709	1PH-X2_ACSRX2_ACSR-B
P901927	N1136353	0.016338844	1PH-X2_ACSRX2_ACSR-B
P827529	N1136668	0.004541676	1PH-X2_ACSRX4_ACSR-B
N1136668	L3029506	0.043293375	1PH-X2_ACSRX4_ACSR-B
M1069597	L2785535	0.033992465	1PH-X2_ACSRX4_TPX-B
L3048887	M1125966	0.030264566	1PH-X4_ACSRX1/0_3W_CS-B
M1069730	L2748124	0.04621324	1PH-X4_ACSRX1/0_TPX-B
M1008746	L2954339	0.040593012	1PH-X4_ACSRX1/0_TPX-B
M1069555	M1069557	0.045308064	1PH-X4_ACSRX1/0_TPX-B
