Line Segment Data	6400 items	feet
15-23	15-25	275	2
16-23	16-25	275	2
17-23	17-25	275	2
18-23	18-25	275	2
19-23	19-25	275	2
20-23	20-25	275	2
21-23	21-25	275	2
22-23	22-25	275	2
23-23	23-25	275	2
24-23	24-25	275	2
25-23	25-25	275	2
26-23	26-25	275	2
27-23	27-25	275	2
28-23	28-25	275	2
29-23	29-25	275	2
30-23	30-25	275	2
31-23	31-25	275	2
32-23	32-25	275	2
33-23	33-25	275	2
34-23	34-25	275	2
35-23	35-25	275	2
36-23	36-25	275	2
37-23	37-25	275	2
38-23	38-25	275	2
39-23	39-25	275	2
40-23	40-25	275	2
41-23	41-25	275	2
42-23	42-25	275	2
43-23	43-25	275	2
44-23	44-25	275	2
45-23	45-25	275	2
46-23	46-25	275	2
47-23	47-25	275	2
48-23	48-25	275	2
49-23	49-25	275	2
50-23	50-25	275	2
1-25	1-26	350	7
2-25	2-26	350	7
3-25	3-26	350	7
4-25	4-26	350	7
5-25	5-26	350	7
6-25	6-26	350	7
7-25	7-26	350	7
8-25	8-26	350	7
9-25	9-26	350	7
10-25	10-26	350	7
11-25	11-26	350	7
12-25	12-26	350	7
13-25	13-26	350	7
14-25	14-26	350	7
15-25	15-26	350	7
16-25	16-26	350	7
17-25	17-26	350	7
18-25	18-26	350	7
19-25	19-26	350	7
20-25	20-26	350	7
21-25	21-26	350	7
22-25	22-26	350	7
23-25	23-26	350	7
24-25	24-26	350	7
25-25	25-26	350	7
26-25	26-26	350	7
27-25	27-26	350	7
28-25	28-26	350	7
29-25	29-26	350	7
30-25	30-26	350	7
31-25	31-26	350	7
32-25	32-26	350	7
33-25	33-26	350	7
34-25	34-26	350	7
35-25	35-26	350	7
36-25	36-26	350	7
37-25	37-26	350	7
38-25	38-26	350	7
39-25	39-26	350	7
40-25	40-26	350	7
41-25	41-26	350	7
42-25	42-26	350	7
43-25	43-26	350	7
44-25	44-26	350	7
45-25	45-26	350	7
46-25	46-26	350	7
47-25	47-26	350	7
48-25	48-26	350	7
49-25	49-26	350	7
50-25	50-26	350	7
1-25	1-28	200	2
2-25	2-28	200	2
3-25	3-28	200	2
4-25	4-28	200	2
5-25	5-28	200	2
6-25	6-28	200	2
7-25	7-28	200	2
8-25	8-28	200	2
9-25	9-28	200	2
10-25	10-28	200	2
11-25	11-28	200	2
12-25	12-28	200	2
13-25	13-28	200	2
14-25	14-28	200	2
15-25	15-28	200	2
16-25	16-28	200	2
17-25	17-28	200	2
18-25	18-28	200	2
19-25	19-28	200	2
20-25	20-28	200	2
21-25	21-28	200	2
22-25	22-28	200	2
23-25	23-28	200	2
24-25	24-28	200	2
25-25	25-28	200	2
26-25	26-28	200	2
27-25	27-28	200	2
28-25	28-28	200	2
29-25	29-28	200	2
30-25	30-28	200	2
31-25	31-28	200	2
32-25	32-28	200	2
33-25	33-28	200	2
34-25	34-28	200	2
35-25	35-28	200	2
36-25	36-28	200	2
37-25	37-28	200	2
38-25	38-28	200	2
39-25	39-28	200	2
40-25	40-28	200	2
41-25	41-28	200	2
42-25	42-28	200	2
43-25	43-28	200	2
44-25	44-28	200	2
45-25	45-28	200	2
46-25	46-28	200	2
47-25	47-28	200	2
48-25	48-28	200	2
49-25	49-28	200	2
50-25	50-28	200	2
1-26	1-27	275	7
2-26	2-27	275	7
3-26	3-27	275	7
4-26	4-27	275	7
5-26	5-27	275	7
6-26	6-27	275	7
7-26	7-27	275	7
8-26	8-27	275	7
9-26	9-27	275	7
10-26	10-27	275	7
11-26	11-27	275	7
12-26	12-27	275	7
13-26	13-27	275	7
14-26	14-27	275	7
15-26	15-27	275	7
16-26	16-27	275	7
17-26	17-27	275	7
18-26	18-27	275	7
19-26	19-27	275	7
20-26	20-27	275	7
21-26	21-27	275	7
22-26	22-27	275	7
23-26	23-27	275	7
24-26	24-27	275	7
25-26	25-27	275	7
26-26	26-27	275	7
27-26	27-27	275	7
28-26	28-27	275	7
29-26	29-27	275	7
30-26	30-27	275	7
31-26	31-27	275	7
32-26	32-27	275	7
33-26	33-27	275	7
34-26	34-27	275	7
35-26	35-27	275	7
36-26	36-27	275	7
37-26	37-27	275	7
38-26	38-27	275	7
39-26	39-27	275	7
40-26	40-27	275	7
41-26	41-27	275	7
42-26	42-27	275	7
43-26	43-27	275	7
44-26	44-27	275	7
45-26	45-27	275	7
46-26	46-27	275	7
47-26	47-27	275	7
48-26	48-27	275	7
49-26	49-27	275	7
50-26	50-27	275	7
1-26	1-31	225	11
2-26	2-31	225	11
3-26	3-31	225	11
4-26	4-31	225	11
5-26	5-31	225	11
6-26	6-31	225	11
7-26	7-31	225	11
8-26	8-31	225	11
9-26	9-31	225	11
10-26	10-31	225	11
11-26	11-31	225	11
12-26	12-31	225	11
13-26	13-31	225	11
14-26	14-31	225	11
15-26	15-31	225	11
16-26	16-31	225	11
17-26	17-31	225	11
18-26	18-31	225	11
19-26	19-31	225	11
20-26	20-31	225	11
21-26	21-31	225	11
22-26	22-31	225	11
23-26	23-31	225	11
24-26	24-31	225	11
25-26	25-31	225	11
26-26	26-31	225	11
27-26	27-31	225	11
28-26	28-31	225	11
29-26	29-31	225	11
30-26	30-31	225	11
31-26	31-31	225	11
32-26	32-31	225	11
33-26	33-31	225	11
34-26	34-31	225	11
35-26	35-31	225	11
36-26	36-31	225	11
37-26	37-31	225	11
38-26	38-31	225	11
39-26	39-31	225	11
40-26	40-31	225	11
41-26	41-31	225	11
42-26	42-31	225	11
43-26	43-31	225	11
44-26	44-31	225	11
45-26	45-31	225	11
46-26	46-31	225	11
47-26	47-31	225	11
48-26	48-31	225	11
49-26	49-31	225	11
50-26	50-31	225	11
1-27	1-33	500	9
2-27	2-33	500	9
3-27	3-33	500	9
4-27	4-33	500	9
5-27	5-33	500	9
6-27	6-33	500	9
7-27	7-33	500	9
8-27	8-33	500	9
9-27	9-33	500	9
10-27	10-33	500	9
11-27	11-33	500	9
12-27	12-33	500	9
13-27	13-33	500	9
14-27	14-33	500	9
15-27	15-33	500	9
16-27	16-33	500	9
17-27	17-33	500	9
18-27	18-33	500	9
19-27	19-33	500	9
20-27	20-33	500	9
21-27	21-33	500	9
22-27	22-33	500	9
23-27	23-33	500	9
24-27	24-33	500	9
25-27	25-33	500	9
26-27	26-33	500	9
27-27	27-33	500	9
28-27	28-33	500	9
29-27	29-33	500	9
30-27	30-33	500	9
31-27	31-33	500	9
32-27	32-33	500	9
33-27	33-33	500	9
34-27	34-33	500	9
35-27	35-33	500	9
36-27	36-33	500	9
37-27	37-33	500	9
38-27	38-33	500	9
39-27	39-33	500	9
40-27	40-33	500	9
41-27	41-33	500	9
42-27	42-33	500	9
43-27	43-33	500	9
44-27	44-33	500	9
45-27	45-33	500	9
46-27	46-33	500	9
47-27	47-33	500	9
48-27	48-33	500	9
49-27	49-33	500	9
50-27	50-33	500	9
1-28	1-29	300	2
2-28	2-29	300	2
3-28	3-29	300	2
4-28	4-29	300	2
5-28	5-29	300	2
6-28	6-29	300	2
7-28	7-29	300	2
8-28	8-29	300	2
9-28	9-29	300	2
10-28	10-29	300	2
11-28	11-29	300	2
12-28	12-29	300	2
13-28	13-29	300	2
14-28	14-29	300	2
15-28	15-29	300	2
16-28	16-29	300	2
17-28	17-29	300	2
18-28	18-29	300	2
19-28	19-29	300	2
20-28	20-29	300	2
21-28	21-29	300	2
22-28	22-29	300	2
23-28	23-29	300	2
24-28	24-29	300	2
25-28	25-29	300	2
26-28	26-29	300	2
27-28	27-29	300	2
28-28	28-29	300	2
29-28	29-29	300	2
30-28	30-29	300	2
31-28	31-29	300	2
32-28	32-29	300	2
33-28	33-29	300	2
34-28	34-29	300	2
35-28	35-29	300	2
36-28	36-29	300	2
37-28	37-29	300	2
38-28	38-29	300	2
39-28	39-29	300	2
40-28	40-29	300	2
41-28	41-29	300	2
42-28	42-29	300	2
43-28	43-29	300	2
44-28	44-29	300	2
45-28	45-29	300	2
46-28	46-29	300	2
47-28	47-29	300	2
48-28	48-29	300	2
49-28	49-29	300	2
50-28	50-29	300	2
1-29	1-30	350	2
2-29	2-30	350	2
3-29	3-30	350	2
4-29	4-30	350	2
5-29	5-30	350	2
6-29	6-30	350	2
7-29	7-30	350	2
8-29	8-30	350	2
9-29	9-30	350	2
10-29	10-30	350	2
11-29	11-30	350	2
12-29	12-30	350	2
13-29	13-30	350	2
14-29	14-30	350	2
15-29	15-30	350	2
16-29	16-30	350	2
17-29	17-30	350	2
18-29	18-30	350	2
19-29	19-30	350	2
20-29	20-30	350	2
21-29	21-30	350	2
22-29	22-30	350	2
23-29	23-30	350	2
24-29	24-30	350	2
25-29	25-30	350	2
26-29	26-30	350	2
27-29	27-30	350	2
28-29	28-30	350	2
29-29	29-30	350	2
30-29	30-30	350	2
31-29	31-30	350	2
32-29	32-30	350	2
33-29	33-30	350	2
34-29	34-30	350	2
35-29	35-30	350	2
36-29	36-30	350	2
37-29	37-30	350	2
38-29	38-30	350	2
39-29	39-30	350	2
40-29	40-30	350	2
41-29	41-30	350	2
42-29	42-30	350	2
43-29	43-30	350	2
44-29	44-30	350	2
45-29	45-30	350	2
46-29	46-30	350	2
47-29	47-30	350	2
48-29	48-30	350	2
49-29	49-30	350	2
50-29	50-30	350	2
1-30	1-250	200	2
2-30	2-250	200	2
3-30	3-250	200	2
4-30	4-250	200	2
5-30	5-250	200	2
6-30	6-250	200	2
7-30	7-250	200	2
8-30	8-250	200	2
9-30	9-250	200	2
10-30	10-250	200	2
11-30	11-250	200	2
12-30	12-250	200	2
13-30	13-250	200	2
14-30	14-250	200	2
15-30	15-250	200	2
16-30	16-250	200	2
17-30	17-250	200	2
18-30	18-250	200	2
19-30	19-250	200	2
20-30	20-250	200	2
21-30	21-250	200	2
22-30	22-250	200	2
23-30	23-250	200	2
24-30	24-250	200	2
25-30	25-250	200	2
26-30	26-250	200	2
27-30	27-250	200	2
28-30	28-250	200	2
29-30	29-250	200	2
30-30	30-250	200	2
31-30	31-250	200	2
32-30	32-250	200	2
33-30	33-250	200	2
34-30	34-250	200	2
35-30	35-250	200	2
36-30	36-250	200	2
37-30	37-250	200	2
38-30	38-250	200	2
39-30	39-250	200	2
40-30	40-250	200	2
41-30	41-250	200	2
42-30	42-250	200	2
43-30	43-250	200	2
44-30	44-250	200	2
45-30	45-250	200	2
46-30	46-250	200	2
47-30	47-250	200	2
48-30	48-250	200	2
49-30	49-250	200	2
50-30	50-250	200	2
1-31	1-32	300	11
2-31	2-32	300	11
3-31	3-32	300	11
4-31	4-32	300	11
5-31	5-32	300	11
6-31	6-32	300	11
7-31	7-32	300	11
8-31	8-32	300	11
9-31	9-32	300	11
10-31	10-32	300	11
11-31	11-32	300	11
12-31	12-32	300	11
13-31	13-32	300	11
14-31	14-32	300	11
15-31	15-32	300	11
16-31	16-32	300	11
17-31	17-32	300	11
18-31	18-32	300	11
19-31	19-32	300	11
20-31	20-32	300	11
21-31	21-32	300	11
22-31	22-32	300	11
23-31	23-32	300	11
24-31	24-32	300	11
25-31	25-32	300	11
26-31	26-32	300	11
27-31	27-32	300	11
28-31	28-32	300	11
29-31	29-32	300	11
30-31	30-32	300	11
31-31	31-32	300	11
32-31	32-32	300	11
33-31	33-32	300	11
34-31	34-32	300	11
35-31	35-32	300	11
36-31	36-32	300	11
37-31	37-32	300	11
38-31	38-32	300	11
39-31	39-32	300	11
40-31	40-32	300	11
41-31	41-32	300	11
42-31	42-32	300	11
43-31	43-32	300	11
44-31	44-32	300	11
45-31	45-32	300	11
46-31	46-32	300	11
47-31	47-32	300	11
48-31	48-32	300	11
49-31	49-32	300	11
50-31	50-32	300	11
1-34	1-15	100	11
2-34	2-15	100	11
3-34	3-15	100	11
4-34	4-15	100	11
5-34	5-15	100	11
6-34	6-15	100	11
7-34	7-15	100	11
8-34	8-15	100	11
9-34	9-15	100	11
10-34	10-15	100	11
11-34	11-15	100	11
12-34	12-15	100	11
13-34	13-15	100	11
14-34	14-15	100	11
15-34	15-15	100	11
16-34	16-15	100	11
17-34	17-15	100	11
18-34	18-15	100	11
19-34	19-15	100	11
20-34	20-15	100	11
21-34	21-15	100	11
22-34	22-15	100	11
23-34	23-15	100	11
24-34	24-15	100	11
25-34	25-15	100	11
26-34	26-15	100	11
27-34	27-15	100	11
28-34	28-15	100	11
29-34	29-15	100	11
30-34	30-15	100	11
31-34	31-15	100	11
32-34	32-15	100	11
33-34	33-15	100	11
34-34	34-15	100	11
35-34	35-15	100	11
36-34	36-15	100	11
37-34	37-15	100	11
38-34	38-15	100	11
39-34	39-15	100	11
40-34	40-15	100	11
41-34	41-15	100	11
42-34	42-15	100	11
43-34	43-15	100	11
44-34	44-15	100	11
45-34	45-15	100	11
46-34	46-15	100	11
47-34	47-15	100	11
48-34	48-15	100	11
49-34	49-15	100	11
50-34	50-15	100	11
1-35	1-36	650	8
2-35	2-36	650	8
3-35	3-36	650	8
4-35	4-36	650	8
5-35	5-36	650	8
6-35	6-36	650	8
7-35	7-36	650	8
8-35	8-36	650	8
9-35	9-36	650	8
10-35	10-36	650	8
11-35	11-36	650	8
12-35	12-36	650	8
13-35	13-36	650	8
14-35	14-36	650	8
15-35	15-36	650	8
16-35	16-36	650	8
17-35	17-36	650	8
18-35	18-36	650	8
19-35	19-36	650	8
20-35	20-36	650	8
21-35	21-36	650	8
22-35	22-36	650	8
23-35	23-36	650	8
24-35	24-36	650	8
25-35	25-36	650	8
26-35	26-36	650	8
27-35	27-36	650	8
28-35	28-36	650	8
29-35	29-36	650	8
30-35	30-36	650	8
31-35	31-36	650	8
32-35	32-36	650	8
33-35	33-36	650	8
34-35	34-36	650	8
35-35	35-36	650	8
36-35	36-36	650	8
37-35	37-36	650	8
38-35	38-36	650	8
39-35	39-36	650	8
40-35	40-36	650	8
41-35	41-36	650	8
42-35	42-36	650	8
43-35	43-36	650	8
44-35	44-36	650	8
45-35	45-36	650	8
46-35	46-36	650	8
47-35	47-36	650	8
48-35	48-36	650	8
49-35	49-36	650	8
50-35	50-36	650	8
1-35	1-40	250	1
2-35	2-40	250	1
3-35	3-40	250	1
4-35	4-40	250	1
5-35	5-40	250	1
6-35	6-40	250	1
7-35	7-40	250	1
8-35	8-40	250	1
9-35	9-40	250	1
10-35	10-40	250	1
11-35	11-40	250	1
12-35	12-40	250	1
13-35	13-40	250	1
14-35	14-40	250	1
15-35	15-40	250	1
16-35	16-40	250	1
17-35	17-40	250	1
18-35	18-40	250	1
19-35	19-40	250	1
20-35	20-40	250	1
21-35	21-40	250	1
22-35	22-40	250	1
23-35	23-40	250	1
24-35	24-40	250	1
25-35	25-40	250	1
26-35	26-40	250	1
27-35	27-40	250	1
28-35	28-40	250	1
29-35	29-40	250	1
30-35	30-40	250	1
31-35	31-40	250	1
32-35	32-40	250	1
33-35	33-40	250	1
34-35	34-40	250	1
35-35	35-40	250	1
36-35	36-40	250	1
37-35	37-40	250	1
38-35	38-40	250	1
39-35	39-40	250	1
40-35	40-40	250	1
41-35	41-40	250	1
42-35	42-40	250	1
43-35	43-40	250	1
44-35	44-40	250	1
45-35	45-40	250	1
46-35	46-40	250	1
47-35	47-40	250	1
48-35	48-40	250	1
49-35	49-40	250	1
50-35	50-40	250	1
1-36	1-37	300	9
2-36	2-37	300	9
3-36	3-37	300	9
4-36	4-37	300	9
5-36	5-37	300	9
6-36	6-37	300	9
7-36	7-37	300	9
8-36	8-37	300	9
9-36	9-37	300	9
10-36	10-37	300	9
11-36	11-37	300	9
12-36	12-37	300	9
13-36	13-37	300	9
14-36	14-37	300	9
15-36	15-37	300	9
16-36	16-37	300	9
17-36	17-37	300	9
18-36	18-37	300	9
19-36	19-37	300	9
20-36	20-37	300	9
21-36	21-37	300	9
22-36	22-37	300	9
23-36	23-37	300	9
24-36	24-37	300	9
25-36	25-37	300	9
26-36	26-37	300	9
27-36	27-37	300	9
28-36	28-37	300	9
29-36	29-37	300	9
30-36	30-37	300	9
31-36	31-37	300	9
32-36	32-37	300	9
33-36	33-37	300	9
34-36	34-37	300	9
35-36	35-37	300	9
36-36	36-37	300	9
37-36	37-37	300	9
38-36	38-37	300	9
39-36	39-37	300	9
40-36	40-37	300	9
41-36	41-37	300	9
42-36	42-37	300	9
43-36	43-37	300	9
44-36	44-37	300	9
45-36	45-37	300	9
46-36	46-37	300	9
47-36	47-37	300	9
48-36	48-37	300	9
49-36	49-37	300	9
50-36	50-37	300	9
1-36	1-38	250	10
2-36	2-38	250	10
3-36	3-38	250	10
4-36	4-38	250	10
5-36	5-38	250	10
6-36	6-38	250	10
7-36	7-38	250	10
8-36	8-38	250	10
9-36	9-38	250	10
10-36	10-38	250	10
11-36	11-38	250	10
12-36	12-38	250	10
13-36	13-38	250	10
14-36	14-38	250	10
15-36	15-38	250	10
16-36	16-38	250	10
17-36	17-38	250	10
18-36	18-38	250	10
19-36	19-38	250	10
20-36	20-38	250	10
21-36	21-38	250	10
22-36	22-38	250	10
23-36	23-38	250	10
24-36	24-38	250	10
25-36	25-38	250	10
26-36	26-38	250	10
27-36	27-38	250	10
28-36	28-38	250	10
29-36	29-38	250	10
30-36	30-38	250	10
31-36	31-38	250	10
32-36	32-38	250	10
33-36	33-38	250	10
34-36	34-38	250	10
35-36	35-38	250	10
36-36	36-38	250	10
37-36	37-38	250	10
38-36	38-38	250	10
39-36	39-38	250	10
40-36	40-38	250	10
41-36	41-38	250	10
42-36	42-38	250	10
43-36	43-38	250	10
44-36	44-38	250	10
45-36	45-38	250	10
46-36	46-38	250	10
47-36	47-38	250	10
48-36	48-38	250	10
49-36	49-38	250	10
50-36	50-38	250	10
1-38	1-39	325	10
2-38	2-39	325	10
3-38	3-39	325	10
4-38	4-39	325	10
5-38	5-39	325	10
6-38	6-39	325	10
7-38	7-39	325	10
8-38	8-39	325	10
9-38	9-39	325	10
10-38	10-39	325	10
11-38	11-39	325	10
12-38	12-39	325	10
13-38	13-39	325	10
14-38	14-39	325	10
15-38	15-39	325	10
16-38	16-39	325	10
17-38	17-39	325	10
18-38	18-39	325	10
19-38	19-39	325	10
20-38	20-39	325	10
21-38	21-39	325	10
22-38	22-39	325	10
23-38	23-39	325	10
24-38	24-39	325	10
25-38	25-39	325	10
26-38	26-39	325	10
27-38	27-39	325	10
28-38	28-39	325	10
29-38	29-39	325	10
30-38	30-39	325	10
31-38	31-39	325	10
32-38	32-39	325	10
33-38	33-39	325	10
34-38	34-39	325	10
35-38	35-39	325	10
36-38	36-39	325	10
37-38	37-39	325	10
38-38	38-39	325	10
39-38	39-39	325	10
40-38	40-39	325	10
41-38	41-39	325	10
42-38	42-39	325	10
43-38	43-39	325	10
44-38	44-39	325	10
45-38	45-39	325	10
46-38	46-39	325	10
47-38	47-39	325	10
48-38	48-39	325	10
49-38	49-39	325	10
50-38	50-39	325	10
1-40	1-41	325	11
2-40	2-41	325	11
3-40	3-41	325	11
4-40	4-41	325	11
5-40	5-41	325	11
6-40	6-41	325	11
7-40	7-41	325	11
8-40	8-41	325	11
9-40	9-41	325	11
10-40	10-41	325	11
11-40	11-41	325	11
12-40	12-41	325	11
13-40	13-41	325	11
14-40	14-41	325	11
15-40	15-41	325	11
16-40	16-41	325	11
17-40	17-41	325	11
18-40	18-41	325	11
19-40	19-41	325	11
20-40	20-41	325	11
21-40	21-41	325	11
22-40	22-41	325	11
23-40	23-41	325	11
24-40	24-41	325	11
25-40	25-41	325	11
26-40	26-41	325	11
27-40	27-41	325	11
28-40	28-41	325	11
29-40	29-41	325	11
30-40	30-41	325	11
31-40	31-41	325	11
32-40	32-41	325	11
33-40	33-41	325	11
34-40	34-41	325	11
35-40	35-41	325	11
36-40	36-41	325	11
37-40	37-41	325	11
38-40	38-41	325	11
39-40	39-41	325	11
40-40	40-41	325	11
41-40	41-41	325	11
42-40	42-41	325	11
43-40	43-41	325	11
44-40	44-41	325	11
45-40	45-41	325	11
46-40	46-41	325	11
47-40	47-41	325	11
48-40	48-41	325	11
49-40	49-41	325	11
50-40	50-41	325	11
1-40	1-42	250	1
2-40	2-42	250	1
3-40	3-42	250	1
4-40	4-42	250	1
5-40	5-42	250	1
6-40	6-42	250	1
7-40	7-42	250	1
8-40	8-42	250	1
9-40	9-42	250	1
10-40	10-42	250	1
11-40	11-42	250	1
12-40	12-42	250	1
13-40	13-42	250	1
14-40	14-42	250	1
15-40	15-42	250	1
16-40	16-42	250	1
17-40	17-42	250	1
18-40	18-42	250	1
19-40	19-42	250	1
20-40	20-42	250	1
21-40	21-42	250	1
22-40	22-42	250	1
23-40	23-42	250	1
24-40	24-42	250	1
25-40	25-42	250	1
26-40	26-42	250	1
27-40	27-42	250	1
28-40	28-42	250	1
29-40	29-42	250	1
30-40	30-42	250	1
31-40	31-42	250	1
32-40	32-42	250	1
33-40	33-42	250	1
34-40	34-42	250	1
35-40	35-42	250	1
36-40	36-42	250	1
37-40	37-42	250	1
38-40	38-42	250	1
39-40	39-42	250	1
40-40	40-42	250	1
41-40	41-42	250	1
42-40	42-42	250	1
43-40	43-42	250	1
44-40	44-42	250	1
45-40	45-42	250	1
46-40	46-42	250	1
47-40	47-42	250	1
48-40	48-42	250	1
49-40	49-42	250	1
50-40	50-42	250	1
1-42	1-43	500	10
2-42	2-43	500	10
3-42	3-43	500	10
4-42	4-43	500	10
5-42	5-43	500	10
6-42	6-43	500	10
7-42	7-43	500	10
8-42	8-43	500	10
9-42	9-43	500	10
10-42	10-43	500	10
11-42	11-43	500	10
12-42	12-43	500	10
13-42	13-43	500	10
14-42	14-43	500	10
15-42	15-43	500	10
16-42	16-43	500	10
17-42	17-43	500	10
18-42	18-43	500	10
19-42	19-43	500	10
20-42	20-43	500	10
21-42	21-43	500	10
22-42	22-43	500	10
23-42	23-43	500	10
24-42	24-43	500	10
25-42	25-43	500	10
26-42	26-43	500	10
27-42	27-43	500	10
28-42	28-43	500	10
29-42	29-43	500	10
30-42	30-43	500	10
31-42	31-43	500	10
32-42	32-43	500	10
33-42	33-43	500	10
34-42	34-43	500	10
35-42	35-43	500	10
36-42	36-43	500	10
37-42	37-43	500	10
38-42	38-43	500	10
39-42	39-43	500	10
40-42	40-43	500	10
41-42	41-43	500	10
42-42	42-43	500	10
43-42	43-43	500	10
44-42	44-43	500	10
45-42	45-43	500	10
46-42	46-43	500	10
47-42	47-43	500	10
48-42	48-43	500	10
49-42	49-43	500	10
50-42	50-43	500	10
1-42	1-44	200	1
2-42	2-44	200	1
3-42	3-44	200	1
4-42	4-44	200	1
5-42	5-44	200	1
6-42	6-44	200	1
7-42	7-44	200	1
8-42	8-44	200	1
9-42	9-44	200	1
10-42	10-44	200	1
11-42	11-44	200	1
12-42	12-44	200	1
13-42	13-44	200	1
14-42	14-44	200	1
15-42	15-44	200	1
16-42	16-44	200	1
17-42	17-44	200	1
18-42	18-44	200	1
19-42	19-44	200	1
20-42	20-44	200	1
21-42	21-44	200	1
22-42	22-44	200	1
23-42	23-44	200	1
24-42	24-44	200	1
25-42	25-44	200	1
26-42	26-44	200	1
27-42	27-44	200	1
28-42	28-44	200	1
29-42	29-44	200	1
30-42	30-44	200	1
31-42	31-44	200	1
32-42	32-44	200	1
33-42	33-44	200	1
34-42	34-44	200	1
35-42	35-44	200	1
36-42	36-44	200	1
37-42	37-44	200	1
38-42	38-44	200	1
39-42	39-44	200	1
40-42	40-44	200	1
41-42	41-44	200	1
42-42	42-44	200	1
43-42	43-44	200	1
44-42	44-44	200	1
45-42	45-44	200	1
46-42	46-44	200	1
47-42	47-44	200	1
48-42	48-44	200	1
49-42	49-44	200	1
50-42	50-44	200	1
1-44	1-45	200	9
2-44	2-45	200	9
3-44	3-45	200	9
4-44	4-45	200	9
5-44	5-45	200	9
6-44	6-45	200	9
7-44	7-45	200	9
8-44	8-45	200	9
9-44	9-45	200	9
10-44	10-45	200	9
11-44	11-45	200	9
12-44	12-45	200	9
13-44	13-45	200	9
14-44	14-45	200	9
15-44	15-45	200	9
16-44	16-45	200	9
17-44	17-45	200	9
18-44	18-45	200	9
19-44	19-45	200	9
20-44	20-45	200	9
21-44	21-45	200	9
22-44	22-45	200	9
23-44	23-45	200	9
24-44	24-45	200	9
25-44	25-45	200	9
26-44	26-45	200	9
27-44	27-45	200	9
28-44	28-45	200	9
29-44	29-45	200	9
30-44	30-45	200	9
31-44	31-45	200	9
32-44	32-45	200	9
33-44	33-45	200	9
34-44	34-45	200	9
35-44	35-45	200	9
36-44	36-45	200	9
37-44	37-45	200	9
38-44	38-45	200	9
39-44	39-45	200	9
40-44	40-45	200	9
41-44	41-45	200	9
42-44	42-45	200	9
43-44	43-45	200	9
44-44	44-45	200	9
45-44	45-45	200	9
46-44	46-45	200	9
47-44	47-45	200	9
48-44	48-45	200	9
49-44	49-45	200	9
50-44	50-45	200	9
1-44	1-47	250	1
2-44	2-47	250	1
3-44	3-47	250	1
4-44	4-47	250	1
5-44	5-47	250	1
6-44	6-47	250	1
7-44	7-47	250	1
8-44	8-47	250	1
9-44	9-47	250	1
10-44	10-47	250	1
11-44	11-47	250	1
12-44	12-47	250	1
13-44	13-47	250	1
14-44	14-47	250	1
15-44	15-47	250	1
16-44	16-47	250	1
17-44	17-47	250	1
18-44	18-47	250	1
19-44	19-47	250	1
20-44	20-47	250	1
21-44	21-47	250	1
22-44	22-47	250	1
23-44	23-47	250	1
24-44	24-47	250	1
25-44	25-47	250	1
26-44	26-47	250	1
27-44	27-47	250	1
28-44	28-47	250	1
29-44	29-47	250	1
30-44	30-47	250	1
31-44	31-47	250	1
32-44	32-47	250	1
33-44	33-47	250	1
34-44	34-47	250	1
35-44	35-47	250	1
36-44	36-47	250	1
37-44	37-47	250	1
38-44	38-47	250	1
39-44	39-47	250	1
40-44	40-47	250	1
41-44	41-47	250	1
42-44	42-47	250	1
43-44	43-47	250	1
44-44	44-47	250	1
45-44	45-47	250	1
46-44	46-47	250	1
47-44	47-47	250	1
48-44	48-47	250	1
49-44	49-47	250	1
50-44	50-47	250	1
1-45	1-46	300	9
2-45	2-46	300	9
3-45	3-46	300	9
4-45	4-46	300	9
5-45	5-46	300	9
6-45	6-46	300	9
7-45	7-46	300	9
8-45	8-46	300	9
9-45	9-46	300	9
10-45	10-46	300	9
11-45	11-46	300	9
12-45	12-46	300	9
13-45	13-46	300	9
14-45	14-46	300	9
15-45	15-46	300	9
16-45	16-46	300	9
17-45	17-46	300	9
18-45	18-46	300	9
19-45	19-46	300	9
20-45	20-46	300	9
21-45	21-46	300	9
22-45	22-46	300	9
23-45	23-46	300	9
24-45	24-46	300	9
25-45	25-46	300	9
26-45	26-46	300	9
27-45	27-46	300	9
28-45	28-46	300	9
29-45	29-46	300	9
30-45	30-46	300	9
31-45	31-46	300	9
32-45	32-46	300	9
33-45	33-46	300	9
34-45	34-46	300	9
35-45	35-46	300	9
36-45	36-46	300	9
37-45	37-46	300	9
38-45	38-46	300	9
39-45	39-46	300	9
40-45	40-46	300	9
41-45	41-46	300	9
42-45	42-46	300	9
43-45	43-46	300	9
44-45	44-46	300	9
45-45	45-46	300	9
46-45	46-46	300	9
47-45	47-46	300	9
48-45	48-46	300	9
49-45	49-46	300	9
50-45	50-46	300	9
1-47	1-48	150	4
2-47	2-48	150	4
3-47	3-48	150	4
4-47	4-48	150	4
5-47	5-48	150	4
6-47	6-48	150	4
7-47	7-48	150	4
8-47	8-48	150	4
9-47	9-48	150	4
10-47	10-48	150	4
11-47	11-48	150	4
12-47	12-48	150	4
13-47	13-48	150	4
14-47	14-48	150	4
15-47	15-48	150	4
16-47	16-48	150	4
17-47	17-48	150	4
18-47	18-48	150	4
19-47	19-48	150	4
20-47	20-48	150	4
21-47	21-48	150	4
22-47	22-48	150	4
23-47	23-48	150	4
24-47	24-48	150	4
25-47	25-48	150	4
26-47	26-48	150	4
27-47	27-48	150	4
28-47	28-48	150	4
29-47	29-48	150	4
