Line Segment Data	12800 items	feet
65-13	65-34	150	11
66-13	66-34	150	11
67-13	67-34	150	11
68-13	68-34	150	11
69-13	69-34	150	11
70-13	70-34	150	11
71-13	71-34	150	11
72-13	72-34	150	11
73-13	73-34	150	11
74-13	74-34	150	11
75-13	75-34	150	11
76-13	76-34	150	11
77-13	77-34	150	11
78-13	78-34	150	11
79-13	79-34	150	11
80-13	80-34	150	11
81-13	81-34	150	11
82-13	82-34	150	11
83-13	83-34	150	11
84-13	84-34	150	11
85-13	85-34	150	11
86-13	86-34	150	11
87-13	87-34	150	11
88-13	88-34	150	11
89-13	89-34	150	11
90-13	90-34	150	11
91-13	91-34	150	11
92-13	92-34	150	11
93-13	93-34	150	11
94-13	94-34	150	11
95-13	95-34	150	11
96-13	96-34	150	11
97-13	97-34	150	11
98-13	98-34	150	11
99-13	99-34	150	11
100-13	100-34	150	11
1-13	1-18	825	2
2-13	2-18	825	2
3-13	3-18	825	2
4-13	4-18	825	2
5-13	5-18	825	2
6-13	6-18	825	2
7-13	7-18	825	2
8-13	8-18	825	2
9-13	9-18	825	2
10-13	10-18	825	2
11-13	11-18	825	2
12-13	12-18	825	2
13-13	13-18	825	2
14-13	14-18	825	2
15-13	15-18	825	2
16-13	16-18	825	2
17-13	17-18	825	2
18-13	18-18	825	2
19-13	19-18	825	2
20-13	20-18	825	2
21-13	21-18	825	2
22-13	22-18	825	2
23-13	23-18	825	2
24-13	24-18	825	2
25-13	25-18	825	2
26-13	26-18	825	2
27-13	27-18	825	2
28-13	28-18	825	2
29-13	29-18	825	2
30-13	30-18	825	2
31-13	31-18	825	2
32-13	32-18	825	2
33-13	33-18	825	2
34-13	34-18	825	2
35-13	35-18	825	2
36-13	36-18	825	2
37-13	37-18	825	2
38-13	38-18	825	2
39-13	39-18	825	2
40-13	40-18	825	2
41-13	41-18	825	2
42-13	42-18	825	2
43-13	43-18	825	2
44-13	44-18	825	2
45-13	45-18	825	2
46-13	46-18	825	2
47-13	47-18	825	2
48-13	48-18	825	2
49-13	49-18	825	2
50-13	50-18	825	2
51-13	51-18	825	2
52-13	52-18	825	2
53-13	53-18	825	2
54-13	54-18	825	2
55-13	55-18	825	2
56-13	56-18	825	2
57-13	57-18	825	2
58-13	58-18	825	2
59-13	59-18	825	2
60-13	60-18	825	2
61-13	61-18	825	2
62-13	62-18	825	2
63-13	63-18	825	2
64-13	64-18	825	2
65-13	65-18	825	2
66-13	66-18	825	2
67-13	67-18	825	2
68-13	68-18	825	2
69-13	69-18	825	2
70-13	70-18	825	2
71-13	71-18	825	2
72-13	72-18	825	2
73-13	73-18	825	2
74-13	74-18	825	2
75-13	75-18	825	2
76-13	76-18	825	2
77-13	77-18	825	2
78-13	78-18	825	2
79-13	79-18	825	2
80-13	80-18	825	2
81-13	81-18	825	2
82-13	82-18	825	2
83-13	83-18	825	2
84-13	84-18	825	2
85-13	85-18	825	2
86-13	86-18	825	2
87-13	87-18	825	2
88-13	88-18	825	2
89-13	89-18	825	2
90-13	90-18	825	2
91-13	91-18	825	2
92-13	92-18	825	2
93-13	93-18	825	2
94-13	94-18	825	2
95-13	95-18	825	2
96-13	96-18	825	2
97-13	97-18	825	2
98-13	98-18	825	2
99-13	99-18	825	2
100-13	100-18	825	2
1-14	1-11	250	9
2-14	2-11	250	9
3-14	3-11	250	9
4-14	4-11	250	9
5-14	5-11	250	9
6-14	6-11	250	9
7-14	7-11	250	9
8-14	8-11	250	9
9-14	9-11	250	9
10-14	10-11	250	9
11-14	11-11	250	9
12-14	12-11	250	9
13-14	13-11	250	9
14-14	14-11	250	9
15-14	15-11	250	9
16-14	16-11	250	9
17-14	17-11	250	9
18-14	18-11	250	9
19-14	19-11	250	9
20-14	20-11	250	9
21-14	21-11	250	9
22-14	22-11	250	9
23-14	23-11	250	9
24-14	24-11	250	9
25-14	25-11	250	9
26-14	26-11	250	9
27-14	27-11	250	9
28-14	28-11	250	9
29-14	29-11	250	9
30-14	30-11	250	9
31-14	31-11	250	9
32-14	32-11	250	9
33-14	33-11	250	9
34-14	34-11	250	9
35-14	35-11	250	9
36-14	36-11	250	9
37-14	37-11	250	9
38-14	38-11	250	9
39-14	39-11	250	9
40-14	40-11	250	9
41-14	41-11	250	9
42-14	42-11	250	9
43-14	43-11	250	9
44-14	44-11	250	9
45-14	45-11	250	9
46-14	46-11	250	9
47-14	47-11	250	9
48-14	48-11	250	9
49-14	49-11	250	9
50-14	50-11	250	9
51-14	51-11	250	9
52-14	52-11	250	9
53-14	53-11	250	9
54-14	54-11	250	9
55-14	55-11	250	9
56-14	56-11	250	9
57-14	57-11	250	9
58-14	58-11	250	9
59-14	59-11	250	9
60-14	60-11	250	9
61-14	61-11	250	9
62-14	62-11	250	9
63-14	63-11	250	9
64-14	64-11	250	9
65-14	65-11	250	9
66-14	66-11	250	9
67-14	67-11	250	9
68-14	68-11	250	9
69-14	69-11	250	9
70-14	70-11	250	9
71-14	71-11	250	9
72-14	72-11	250	9
73-14	73-11	250	9
74-14	74-11	250	9
75-14	75-11	250	9
76-14	76-11	250	9
77-14	77-11	250	9
78-14	78-11	250	9
79-14	79-11	250	9
80-14	80-11	250	9
81-14	81-11	250	9
82-14	82-11	250	9
83-14	83-11	250	9
84-14	84-11	250	9
85-14	85-11	250	9
86-14	86-11	250	9
87-14	87-11	250	9
88-14	88-11	250	9
89-14	89-11	250	9
90-14	90-11	250	9
91-14	91-11	250	9
92-14	92-11	250	9
93-14	93-11	250	9
94-14	94-11	250	9
95-14	95-11	250	9
96-14	96-11	250	9
97-14	97-11	250	9
98-14	98-11	250	9
99-14	99-11	250	9
100-14	100-11	250	9
1-14	1-10	250	9
2-14	2-10	250	9
3-14	3-10	250	9
4-14	4-10	250	9
5-14	5-10	250	9
6-14	6-10	250	9
7-14	7-10	250	9
8-14	8-10	250	9
9-14	9-10	250	9
10-14	10-10	250	9
11-14	11-10	250	9
12-14	12-10	250	9
13-14	13-10	250	9
14-14	14-10	250	9
15-14	15-10	250	9
16-14	16-10	250	9
17-14	17-10	250	9
18-14	18-10	250	9
19-14	19-10	250	9
20-14	20-10	250	9
21-14	21-10	250	9
22-14	22-10	250	9
23-14	23-10	250	9
24-14	24-10	250	9
25-14	25-10	250	9
26-14	26-10	250	9
27-14	27-10	250	9
28-14	28-10	250	9
29-14	29-10	250	9
30-14	30-10	250	9
31-14	31-10	250	9
32-14	32-10	250	9
33-14	33-10	250	9
34-14	34-10	250	9
35-14	35-10	250	9
36-14	36-10	250	9
37-14	37-10	250	9
38-14	38-10	250	9
39-14	39-10	250	9
40-14	40-10	250	9
41-14	41-10	250	9
42-14	42-10	250	9
43-14	43-10	250	9
44-14	44-10	250	9
45-14	45-10	250	9
46-14	46-10	250	9
47-14	47-10	250	9
48-14	48-10	250	9
49-14	49-10	250	9
50-14	50-10	250	9
51-14	51-10	250	9
52-14	52-10	250	9
53-14	53-10	250	9
54-14	54-10	250	9
55-14	55-10	250	9
56-14	56-10	250	9
57-14	57-10	250	9
58-14	58-10	250	9
59-14	59-10	250	9
60-14	60-10	250	9
61-14	61-10	250	9
62-14	62-10	250	9
63-14	63-10	250	9
64-14	64-10	250	9
65-14	65-10	250	9
66-14	66-10	250	9
67-14	67-10	250	9
68-14	68-10	250	9
69-14	69-10	250	9
70-14	70-10	250	9
71-14	71-10	250	9
72-14	72-10	250	9
73-14	73-10	250	9
74-14	74-10	250	9
75-14	75-10	250	9
76-14	76-10	250	9
77-14	77-10	250	9
78-14	78-10	250	9
79-14	79-10	250	9
80-14	80-10	250	9
81-14	81-10	250	9
82-14	82-10	250	9
83-14	83-10	250	9
84-14	84-10	250	9
85-14	85-10	250	9
86-14	86-10	250	9
87-14	87-10	250	9
88-14	88-10	250	9
89-14	89-10	250	9
90-14	90-10	250	9
91-14	91-10	250	9
92-14	92-10	250	9
93-14	93-10	250	9
94-14	94-10	250	9
95-14	95-10	250	9
96-14	96-10	250	9
97-14	97-10	250	9
98-14	98-10	250	9
99-14	99-10	250	9
100-14	100-10	250	9
1-15	1-16	375	11
2-15	2-16	375	11
3-15	3-16	375	11
4-15	4-16	375	11
5-15	5-16	375	11
6-15	6-16	375	11
7-15	7-16	375	11
8-15	8-16	375	11
9-15	9-16	375	11
10-15	10-16	375	11
11-15	11-16	375	11
12-15	12-16	375	11
13-15	13-16	375	11
14-15	14-16	375	11
15-15	15-16	375	11
16-15	16-16	375	11
17-15	17-16	375	11
18-15	18-16	375	11
19-15	19-16	375	11
20-15	20-16	375	11
21-15	21-16	375	11
22-15	22-16	375	11
23-15	23-16	375	11
24-15	24-16	375	11
25-15	25-16	375	11
26-15	26-16	375	11
27-15	27-16	375	11
28-15	28-16	375	11
29-15	29-16	375	11
30-15	30-16	375	11
31-15	31-16	375	11
32-15	32-16	375	11
33-15	33-16	375	11
34-15	34-16	375	11
35-15	35-16	375	11
36-15	36-16	375	11
37-15	37-16	375	11
38-15	38-16	375	11
39-15	39-16	375	11
40-15	40-16	375	11
41-15	41-16	375	11
42-15	42-16	375	11
43-15	43-16	375	11
44-15	44-16	375	11
45-15	45-16	375	11
46-15	46-16	375	11
47-15	47-16	375	11
48-15	48-16	375	11
49-15	49-16	375	11
50-15	50-16	375	11
51-15	51-16	375	11
52-15	52-16	375	11
53-15	53-16	375	11
54-15	54-16	375	11
55-15	55-16	375	11
56-15	56-16	375	11
57-15	57-16	375	11
58-15	58-16	375	11
59-15	59-16	375	11
60-15	60-16	375	11
61-15	61-16	375	11
62-15	62-16	375	11
63-15	63-16	375	11
64-15	64-16	375	11
65-15	65-16	375	11
66-15	66-16	375	11
67-15	67-16	375	11
68-15	68-16	375	11
69-15	69-16	375	11
70-15	70-16	375	11
71-15	71-16	375	11
72-15	72-16	375	11
73-15	73-16	375	11
74-15	74-16	375	11
75-15	75-16	375	11
76-15	76-16	375	11
77-15	77-16	375	11
78-15	78-16	375	11
79-15	79-16	375	11
80-15	80-16	375	11
81-15	81-16	375	11
82-15	82-16	375	11
83-15	83-16	375	11
84-15	84-16	375	11
85-15	85-16	375	11
86-15	86-16	375	11
87-15	87-16	375	11
88-15	88-16	375	11
89-15	89-16	375	11
90-15	90-16	375	11
91-15	91-16	375	11
92-15	92-16	375	11
93-15	93-16	375	11
94-15	94-16	375	11
95-15	95-16	375	11
96-15	96-16	375	11
97-15	97-16	375	11
98-15	98-16	375	11
99-15	99-16	375	11
100-15	100-16	375	11
1-15	1-17	350	11
2-15	2-17	350	11
3-15	3-17	350	11
4-15	4-17	350	11
5-15	5-17	350	11
6-15	6-17	350	11
7-15	7-17	350	11
8-15	8-17	350	11
9-15	9-17	350	11
10-15	10-17	350	11
11-15	11-17	350	11
12-15	12-17	350	11
13-15	13-17	350	11
14-15	14-17	350	11
15-15	15-17	350	11
16-15	16-17	350	11
17-15	17-17	350	11
18-15	18-17	350	11
19-15	19-17	350	11
20-15	20-17	350	11
21-15	21-17	350	11
22-15	22-17	350	11
23-15	23-17	350	11
24-15	24-17	350	11
25-15	25-17	350	11
26-15	26-17	350	11
27-15	27-17	350	11
28-15	28-17	350	11
29-15	29-17	350	11
30-15	30-17	350	11
31-15	31-17	350	11
32-15	32-17	350	11
33-15	33-17	350	11
34-15	34-17	350	11
35-15	35-17	350	11
36-15	36-17	350	11
37-15	37-17	350	11
38-15	38-17	350	11
39-15	39-17	350	11
40-15	40-17	350	11
41-15	41-17	350	11
42-15	42-17	350	11
43-15	43-17	350	11
44-15	44-17	350	11
45-15	45-17	350	11
46-15	46-17	350	11
47-15	47-17	350	11
48-15	48-17	350	11
49-15	49-17	350	11
50-15	50-17	350	11
51-15	51-17	350	11
52-15	52-17	350	11
53-15	53-17	350	11
54-15	54-17	350	11
55-15	55-17	350	11
56-15	56-17	350	11
57-15	57-17	350	11
58-15	58-17	350	11
59-15	59-17	350	11
60-15	60-17	350	11
61-15	61-17	350	11
62-15	62-17	350	11
63-15	63-17	350	11
64-15	64-17	350	11
65-15	65-17	350	11
66-15	66-17	350	11
67-15	67-17	350	11
68-15	68-17	350	11
69-15	69-17	350	11
70-15	70-17	350	11
71-15	71-17	350	11
72-15	72-17	350	11
73-15	73-17	350	11
74-15	74-17	350	11
75-15	75-17	350	11
76-15	76-17	350	11
77-15	77-17	350	11
78-15	78-17	350	11
79-15	79-17	350	11
80-15	80-17	350	11
81-15	81-17	350	11
82-15	82-17	350	11
83-15	83-17	350	11
84-15	84-17	350	11
85-15	85-17	350	11
86-15	86-17	350	11
87-15	87-17	350	11
88-15	88-17	350	11
89-15	89-17	350	11
90-15	90-17	350	11
91-15	91-17	350	11
92-15	92-17	350	11
93-15	93-17	350	11
94-15	94-17	350	11
95-15	95-17	350	11
96-15	96-17	350	11
97-15	97-17	350	11
98-15	98-17	350	11
99-15	99-17	350	11
100-15	100-17	350	11
1-18	1-19	250	9
2-18	2-19	250	9
3-18	3-19	250	9
4-18	4-19	250	9
5-18	5-19	250	9
6-18	6-19	250	9
7-18	7-19	250	9
8-18	8-19	250	9
9-18	9-19	250	9
10-18	10-19	250	9
11-18	11-19	250	9
12-18	12-19	250	9
13-18	13-19	250	9
14-18	14-19	250	9
15-18	15-19	250	9
16-18	16-19	250	9
17-18	17-19	250	9
18-18	18-19	250	9
19-18	19-19	250	9
20-18	20-19	250	9
21-18	21-19	250	9
22-18	22-19	250	9
23-18	23-19	250	9
24-18	24-19	250	9
25-18	25-19	250	9
26-18	26-19	250	9
27-18	27-19	250	9
28-18	28-19	250	9
29-18	29-19	250	9
30-18	30-19	250	9
31-18	31-19	250	9
32-18	32-19	250	9
33-18	33-19	250	9
34-18	34-19	250	9
35-18	35-19	250	9
36-18	36-19	250	9
37-18	37-19	250	9
38-18	38-19	250	9
39-18	39-19	250	9
40-18	40-19	250	9
41-18	41-19	250	9
42-18	42-19	250	9
43-18	43-19	250	9
44-18	44-19	250	9
45-18	45-19	250	9
46-18	46-19	250	9
47-18	47-19	250	9
48-18	48-19	250	9
49-18	49-19	250	9
50-18	50-19	250	9
51-18	51-19	250	9
52-18	52-19	250	9
53-18	53-19	250	9
54-18	54-19	250	9
55-18	55-19	250	9
56-18	56-19	250	9
57-18	57-19	250	9
58-18	58-19	250	9
59-18	59-19	250	9
60-18	60-19	250	9
61-18	61-19	250	9
62-18	62-19	250	9
63-18	63-19	250	9
64-18	64-19	250	9
65-18	65-19	250	9
66-18	66-19	250	9
67-18	67-19	250	9
68-18	68-19	250	9
69-18	69-19	250	9
70-18	70-19	250	9
71-18	71-19	250	9
72-18	72-19	250	9
73-18	73-19	250	9
74-18	74-19	250	9
75-18	75-19	250	9
76-18	76-19	250	9
77-18	77-19	250	9
78-18	78-19	250	9
79-18	79-19	250	9
80-18	80-19	250	9
81-18	81-19	250	9
82-18	82-19	250	9
83-18	83-19	250	9
84-18	84-19	250	9
85-18	85-19	250	9
86-18	86-19	250	9
87-18	87-19	250	9
88-18	88-19	250	9
89-18	89-19	250	9
90-18	90-19	250	9
91-18	91-19	250	9
92-18	92-19	250	9
93-18	93-19	250	9
94-18	94-19	250	9
95-18	95-19	250	9
96-18	96-19	250	9
97-18	97-19	250	9
98-18	98-19	250	9
99-18	99-19	250	9
100-18	100-19	250	9
1-18	1-21	300	2
2-18	2-21	300	2
3-18	3-21	300	2
4-18	4-21	300	2
5-18	5-21	300	2
6-18	6-21	300	2
7-18	7-21	300	2
8-18	8-21	300	2
9-18	9-21	300	2
10-18	10-21	300	2
11-18	11-21	300	2
12-18	12-21	300	2
13-18	13-21	300	2
14-18	14-21	300	2
15-18	15-21	300	2
16-18	16-21	300	2
17-18	17-21	300	2
18-18	18-21	300	2
19-18	19-21	300	2
20-18	20-21	300	2
21-18	21-21	300	2
22-18	22-21	300	2
23-18	23-21	300	2
24-18	24-21	300	2
25-18	25-21	300	2
26-18	26-21	300	2
27-18	27-21	300	2
28-18	28-21	300	2
29-18	29-21	300	2
30-18	30-21	300	2
31-18	31-21	300	2
32-18	32-21	300	2
33-18	33-21	300	2
34-18	34-21	300	2
35-18	35-21	300	2
36-18	36-21	300	2
37-18	37-21	300	2
38-18	38-21	300	2
39-18	39-21	300	2
40-18	40-21	300	2
41-18	41-21	300	2
42-18	42-21	300	2
43-18	43-21	300	2
44-18	44-21	300	2
45-18	45-21	300	2
46-18	46-21	300	2
47-18	47-21	300	2
48-18	48-21	300	2
49-18	49-21	300	2
50-18	50-21	300	2
51-18	51-21	300	2
52-18	52-21	300	2
53-18	53-21	300	2
54-18	54-21	300	2
55-18	55-21	300	2
56-18	56-21	300	2
57-18	57-21	300	2
58-18	58-21	300	2
59-18	59-21	300	2
60-18	60-21	300	2
61-18	61-21	300	2
62-18	62-21	300	2
63-18	63-21	300	2
64-18	64-21	300	2
65-18	65-21	300	2
66-18	66-21	300	2
67-18	67-21	300	2
68-18	68-21	300	2
69-18	69-21	300	2
70-18	70-21	300	2
71-18	71-21	300	2
72-18	72-21	300	2
73-18	73-21	300	2
74-18	74-21	300	2
75-18	75-21	300	2
76-18	76-21	300	2
77-18	77-21	300	2
78-18	78-21	300	2
79-18	79-21	300	2
80-18	80-21	300	2
81-18	81-21	300	2
82-18	82-21	300	2
83-18	83-21	300	2
84-18	84-21	300	2
85-18	85-21	300	2
86-18	86-21	300	2
87-18	87-21	300	2
88-18	88-21	300	2
89-18	89-21	300	2
90-18	90-21	300	2
91-18	91-21	300	2
92-18	92-21	300	2
93-18	93-21	300	2
94-18	94-21	300	2
95-18	95-21	300	2
96-18	96-21	300	2
97-18	97-21	300	2
98-18	98-21	300	2
99-18	99-21	300	2
100-18	100-21	300	2
1-19	1-20	325	9
2-19	2-20	325	9
3-19	3-20	325	9
4-19	4-20	325	9
5-19	5-20	325	9
6-19	6-20	325	9
7-19	7-20	325	9
8-19	8-20	325	9
9-19	9-20	325	9
10-19	10-20	325	9
11-19	11-20	325	9
12-19	12-20	325	9
13-19	13-20	325	9
14-19	14-20	325	9
15-19	15-20	325	9
16-19	16-20	325	9
17-19	17-20	325	9
18-19	18-20	325	9
19-19	19-20	325	9
20-19	20-20	325	9
21-19	21-20	325	9
22-19	22-20	325	9
23-19	23-20	325	9
24-19	24-20	325	9
25-19	25-20	325	9
26-19	26-20	325	9
27-19	27-20	325	9
28-19	28-20	325	9
29-19	29-20	325	9
30-19	30-20	325	9
31-19	31-20	325	9
32-19	32-20	325	9
33-19	33-20	325	9
34-19	34-20	325	9
35-19	35-20	325	9
36-19	36-20	325	9
37-19	37-20	325	9
38-19	38-20	325	9
39-19	39-20	325	9
40-19	40-20	325	9
41-19	41-20	325	9
42-19	42-20	325	9
43-19	43-20	325	9
44-19	44-20	325	9
45-19	45-20	325	9
46-19	46-20	325	9
47-19	47-20	325	9
48-19	48-20	325	9
49-19	49-20	325	9
50-19	50-20	325	9
51-19	51-20	325	9
52-19	52-20	325	9
53-19	53-20	325	9
54-19	54-20	325	9
55-19	55-20	325	9
56-19	56-20	325	9
57-19	57-20	325	9
58-19	58-20	325	9
59-19	59-20	325	9
60-19	60-20	325	9
61-19	61-20	325	9
62-19	62-20	325	9
63-19	63-20	325	9
64-19	64-20	325	9
65-19	65-20	325	9
66-19	66-20	325	9
67-19	67-20	325	9
68-19	68-20	325	9
69-19	69-20	325	9
70-19	70-20	325	9
71-19	71-20	325	9
72-19	72-20	325	9
73-19	73-20	325	9
74-19	74-20	325	9
75-19	75-20	325	9
76-19	76-20	325	9
77-19	77-20	325	9
78-19	78-20	325	9
79-19	79-20	325	9
80-19	80-20	325	9
81-19	81-20	325	9
82-19	82-20	325	9
83-19	83-20	325	9
84-19	84-20	325	9
85-19	85-20	325	9
86-19	86-20	325	9
87-19	87-20	325	9
88-19	88-20	325	9
89-19	89-20	325	9
90-19	90-20	325	9
91-19	91-20	325	9
92-19	92-20	325	9
93-19	93-20	325	9
94-19	94-20	325	9
95-19	95-20	325	9
96-19	96-20	325	9
97-19	97-20	325	9
98-19	98-20	325	9
99-19	99-20	325	9
100-19	100-20	325	9
1-21	1-22	525	10
2-21	2-22	525	10
3-21	3-22	525	10
4-21	4-22	525	10
5-21	5-22	525	10
6-21	6-22	525	10
7-21	7-22	525	10
8-21	8-22	525	10
9-21	9-22	525	10
10-21	10-22	525	10
11-21	11-22	525	10
12-21	12-22	525	10
13-21	13-22	525	10
14-21	14-22	525	10
15-21	15-22	525	10
16-21	16-22	525	10
17-21	17-22	525	10
18-21	18-22	525	10
19-21	19-22	525	10
20-21	20-22	525	10
21-21	21-22	525	10
22-21	22-22	525	10
23-21	23-22	525	10
24-21	24-22	525	10
25-21	25-22	525	10
26-21	26-22	525	10
27-21	27-22	525	10
28-21	28-22	525	10
29-21	29-22	525	10
30-21	30-22	525	10
31-21	31-22	525	10
32-21	32-22	525	10
33-21	33-22	525	10
34-21	34-22	525	10
35-21	35-22	525	10
36-21	36-22	525	10
37-21	37-22	525	10
38-21	38-22	525	10
39-21	39-22	525	10
40-21	40-22	525	10
41-21	41-22	525	10
42-21	42-22	525	10
43-21	43-22	525	10
44-21	44-22	525	10
45-21	45-22	525	10
46-21	46-22	525	10
47-21	47-22	525	10
48-21	48-22	525	10
49-21	49-22	525	10
50-21	50-22	525	10
51-21	51-22	525	10
52-21	52-22	525	10
53-21	53-22	525	10
54-21	54-22	525	10
55-21	55-22	525	10
56-21	56-22	525	10
57-21	57-22	525	10
58-21	58-22	525	10
59-21	59-22	525	10
60-21	60-22	525	10
61-21	61-22	525	10
62-21	62-22	525	10
63-21	63-22	525	10
64-21	64-22	525	10
65-21	65-22	525	10
66-21	66-22	525	10
67-21	67-22	525	10
68-21	68-22	525	10
69-21	69-22	525	10
70-21	70-22	525	10
71-21	71-22	525	10
72-21	72-22	525	10
73-21	73-22	525	10
74-21	74-22	525	10
75-21	75-22	525	10
76-21	76-22	525	10
77-21	77-22	525	10
78-21	78-22	525	10
79-21	79-22	525	10
80-21	80-22	525	10
81-21	81-22	525	10
82-21	82-22	525	10
83-21	83-22	525	10
84-21	84-22	525	10
85-21	85-22	525	10
86-21	86-22	525	10
87-21	87-22	525	10
88-21	88-22	525	10
89-21	89-22	525	10
90-21	90-22	525	10
91-21	91-22	525	10
92-21	92-22	525	10
93-21	93-22	525	10
94-21	94-22	525	10
95-21	95-22	525	10
96-21	96-22	525	10
97-21	97-22	525	10
98-21	98-22	525	10
99-21	99-22	525	10
100-21	100-22	525	10
1-21	1-23	250	2
2-21	2-23	250	2
3-21	3-23	250	2
4-21	4-23	250	2
5-21	5-23	250	2
6-21	6-23	250	2
7-21	7-23	250	2
8-21	8-23	250	2
9-21	9-23	250	2
10-21	10-23	250	2
11-21	11-23	250	2
12-21	12-23	250	2
13-21	13-23	250	2
14-21	14-23	250	2
15-21	15-23	250	2
16-21	16-23	250	2
17-21	17-23	250	2
18-21	18-23	250	2
19-21	19-23	250	2
20-21	20-23	250	2
21-21	21-23	250	2
22-21	22-23	250	2
23-21	23-23	250	2
24-21	24-23	250	2
25-21	25-23	250	2
26-21	26-23	250	2
27-21	27-23	250	2
28-21	28-23	250	2
29-21	29-23	250	2
30-21	30-23	250	2
31-21	31-23	250	2
32-21	32-23	250	2
33-21	33-23	250	2
34-21	34-23	250	2
35-21	35-23	250	2
36-21	36-23	250	2
37-21	37-23	250	2
38-21	38-23	250	2
39-21	39-23	250	2
40-21	40-23	250	2
41-21	41-23	250	2
42-21	42-23	250	2
43-21	43-23	250	2
44-21	44-23	250	2
45-21	45-23	250	2
46-21	46-23	250	2
47-21	47-23	250	2
48-21	48-23	250	2
49-21	49-23	250	2
50-21	50-23	250	2
51-21	51-23	250	2
52-21	52-23	250	2
53-21	53-23	250	2
54-21	54-23	250	2
55-21	55-23	250	2
56-21	56-23	250	2
57-21	57-23	250	2
58-21	58-23	250	2
59-21	59-23	250	2
60-21	60-23	250	2
61-21	61-23	250	2
62-21	62-23	250	2
63-21	63-23	250	2
64-21	64-23	250	2
65-21	65-23	250	2
66-21	66-23	250	2
67-21	67-23	250	2
68-21	68-23	250	2
69-21	69-23	250	2
70-21	70-23	250	2
71-21	71-23	250	2
72-21	72-23	250	2
73-21	73-23	250	2
74-21	74-23	250	2
75-21	75-23	250	2
76-21	76-23	250	2
77-21	77-23	250	2
78-21	78-23	250	2
79-21	79-23	250	2
80-21	80-23	250	2
81-21	81-23	250	2
82-21	82-23	250	2
83-21	83-23	250	2
84-21	84-23	250	2
85-21	85-23	250	2
86-21	86-23	250	2
87-21	87-23	250	2
88-21	88-23	250	2
89-21	89-23	250	2
90-21	90-23	250	2
91-21	91-23	250	2
92-21	92-23	250	2
93-21	93-23	250	2
94-21	94-23	250	2
95-21	95-23	250	2
96-21	96-23	250	2
97-21	97-23	250	2
98-21	98-23	250	2
99-21	99-23	250	2
100-21	100-23	250	2
1-23	1-24	550	11
2-23	2-24	550	11
3-23	3-24	550	11
4-23	4-24	550	11
5-23	5-24	550	11
6-23	6-24	550	11
7-23	7-24	550	11
8-23	8-24	550	11
9-23	9-24	550	11
10-23	10-24	550	11
11-23	11-24	550	11
12-23	12-24	550	11
13-23	13-24	550	11
14-23	14-24	550	11
15-23	15-24	550	11
16-23	16-24	550	11
17-23	17-24	550	11
18-23	18-24	550	11
19-23	19-24	550	11
20-23	20-24	550	11
21-23	21-24	550	11
22-23	22-24	550	11
23-23	23-24	550	11
24-23	24-24	550	11
25-23	25-24	550	11
26-23	26-24	550	11
27-23	27-24	550	11
28-23	28-24	550	11
29-23	29-24	550	11
30-23	30-24	550	11
31-23	31-24	550	11
32-23	32-24	550	11
33-23	33-24	550	11
34-23	34-24	550	11
35-23	35-24	550	11
36-23	36-24	550	11
37-23	37-24	550	11
38-23	38-24	550	11
39-23	39-24	550	11
40-23	40-24	550	11
41-23	41-24	550	11
42-23	42-24	550	11
43-23	43-24	550	11
44-23	44-24	550	11
45-23	45-24	550	11
46-23	46-24	550	11
47-23	47-24	550	11
48-23	48-24	550	11
49-23	49-24	550	11
50-23	50-24	550	11
51-23	51-24	550	11
52-23	52-24	550	11
53-23	53-24	550	11
54-23	54-24	550	11
55-23	55-24	550	11
56-23	56-24	550	11
57-23	57-24	550	11
58-23	58-24	550	11
59-23	59-24	550	11
60-23	60-24	550	11
61-23	61-24	550	11
62-23	62-24	550	11
63-23	63-24	550	11
64-23	64-24	550	11
65-23	65-24	550	11
66-23	66-24	550	11
67-23	67-24	550	11
68-23	68-24	550	11
69-23	69-24	550	11
70-23	70-24	550	11
71-23	71-24	550	11
72-23	72-24	550	11
73-23	73-24	550	11
74-23	74-24	550	11
75-23	75-24	550	11
76-23	76-24	550	11
77-23	77-24	550	11
78-23	78-24	550	11
79-23	79-24	550	11
80-23	80-24	550	11
81-23	81-24	550	11
82-23	82-24	550	11
83-23	83-24	550	11
84-23	84-24	550	11
85-23	85-24	550	11
86-23	86-24	550	11
87-23	87-24	550	11
88-23	88-24	550	11
89-23	89-24	550	11
90-23	90-24	550	11
91-23	91-24	550	11
92-23	92-24	550	11
93-23	93-24	550	11
94-23	94-24	550	11
95-23	95-24	550	11
96-23	96-24	550	11
97-23	97-24	550	11
98-23	98-24	550	11
99-23	99-24	550	11
100-23	100-24	550	11
1-23	1-25	275	2
2-23	2-25	275	2
3-23	3-25	275	2
4-23	4-25	275	2
5-23	5-25	275	2
6-23	6-25	275	2
7-23	7-25	275	2
8-23	8-25	275	2
9-23	9-25	275	2
10-23	10-25	275	2
11-23	11-25	275	2
12-23	12-25	275	2
13-23	13-25	275	2
14-23	14-25	275	2
15-23	15-25	275	2
16-23	16-25	275	2
17-23	17-25	275	2
18-23	18-25	275	2
19-23	19-25	275	2
20-23	20-25	275	2
21-23	21-25	275	2
22-23	22-25	275	2
23-23	23-25	275	2
24-23	24-25	275	2
25-23	25-25	275	2
26-23	26-25	275	2
27-23	27-25	275	2
28-23	28-25	275	2
29-23	29-25	275	2
